lower_bound,upper_bound,conf.level,eff_size
1.0444608851565913,1.0552424378649505,0.9,0.125
0.15341631575638712,0.16197921768988147,0.9,0.125
0.14740117938808034,0.15678677287519197,0.9,0.125
-0.7483278130605562,-0.7363597618724992,0.9,0.125
0.9254637951611586,0.9370677569445578,0.9,0.125
0.030457382635037722,0.03925117887621813,0.9,0.125
0.025731689901595946,0.033831156993626585,0.9,0.125
-0.8706165540529808,-0.8591300791836077,0.9,0.125
1.0771549774503122,1.0891410423876888,0.9,0.125
0.18441894968269007,0.19339104191652018,0.9,0.125
0.17869413780279228,0.18723290117301528,0.9,0.125
-0.7159483835860795,-0.7057852785734996,0.9,0.125
0.9564447487772157,0.9662919242398457,0.9,0.125
0.06260519892724671,0.0711882002737611,0.9,0.125
0.05495743017883123,0.06667181916615714,0.9,0.125
-0.8410037970609335,-0.8265479537863768,0.9,0.125
1.0778878712967204,1.0869746705804884,0.9,0.125
0.1835738331085501,0.1950473403285195,0.9,0.125
0.1772312537223359,0.1874299871342588,0.9,0.125
-0.7171042453733749,-0.7071333179341993,0.9,0.125
0.9559018084996663,0.9700333332255244,0.9,0.125
0.06419522982255309,0.07364451512467719,0.9,0.125
0.052576731036102616,0.06653805007855697,0.9,0.125
-0.8384260621491221,-0.8253182023907214,0.9,0.125
1.1100105456697038,1.1207028099360514,0.9,0.125
0.21769755446108435,0.22890047862318721,0.9,0.125
0.20839563051266466,0.22041756411662328,0.9,0.125
-0.6867329649099957,-0.675114323825063,0.9,0.125
0.9868487815920939,0.9982214366250366,0.9,0.125
0.09391240916221168,0.10309940754681544,0.9,0.125
0.08488483293878142,0.0990016443674185,0.9,0.125
-0.8081282825275362,-0.7955180603794142,0.9,0.125
1.052152592637285,1.0619987077524606,0.9,0.125
0.15239781982170666,0.16274436267009873,0.9,0.125
0.15184521066452414,0.15978009827560183,0.9,0.125
-0.748675460878367,-0.7382568935089289,0.9,0.125
0.9240168393483108,0.936314734555456,0.9,0.125
0.02622181637851685,0.03859385282874614,0.9,0.125
0.02863766693814142,0.039261379609509865,0.9,0.125
-0.8707334504426234,-0.8636485542322327,0.9,0.125
1.0792491924738004,1.0898151655070065,0.9,0.125
0.18234270229183133,0.19226785193050544,0.9,0.125
0.18119682944348764,0.19379908107415866,0.9,0.125
-0.7152918488713901,-0.7062482567522351,0.9,0.125
0.9532677452676775,0.96617403065022045,0.9,0.125
0.05536625447995777,0.06962544061818086,0.9,0.125
0.05407652273994266,0.06784873682622367,0.9,0.125
-0.8400442904603798,-0.8337365764279638,0.9,0.125
1.0784656212336534,1.0907104136764825,0.9,0.125
0.18106976404901176,0.1913669351754299,0.9,0.125
0.18144292603583048,0.19614845257659813,0.9,0.125
-0.7181963302301863,-0.7072054392626173,0.9,0.125
0.9564001597091731,0.9671009765724504,0.9,0.125
0.052038903026947754,0.06665928335226352,0.9,0.125
0.05783398674573904,0.06809067729711016,0.9,0.125
-0.8458676552576304,-0.8311336160618357,0.9,0.125
1.1104550402284372,1.1232034224834804,0.9,0.125
0.21396112519309338,0.22466742368710707,0.9,0.125
0.21302763657891083,0.22401175445176774,0.9,0.125
-0.6869981337814132,-0.6750168229342429,0.9,0.125
