vanilla,chocolate,shopped
7.906036182783899,20.049079649339575,1
6.145438432827582,17.92978786558141,1
12.969877041230232,14.028215080791876,1
10.335327499981322,15.843767203411359,1
10.342623014081207,18.04222208224339,1
15.09458957134392,14.13893626207594,1
10.143536858360928,13.116832245881458,0
11.964587229661376,13.698092423938586,0
14.095851008453762,13.724791221746644,1
11.207718887271845,19.20756532623485,1
7.1789016112962685,15.66164253645974,0
13.254891682626695,19.344190015697635,1
7.7495292008044085,17.172635970284425,1
8.734921690126088,14.531592961118285,0
7.530472196501643,18.666887312325752,1
11.238101008746698,15.795983699246596,1
11.83989274138903,10.599146573835414,0
8.638182428015252,16.467471497074527,1
8.001314934679367,15.76110445959915,0
10.949639575449975,15.317270701476211,1
9.997340480964407,11.874604502458856,0
4.0159596710592975,13.306652275226,0
13.626249125458749,16.854130942046996,1
8.570179743064186,14.603494673829159,0
11.664075426739164,10.276488672348373,0
8.95877320453972,17.086944090846217,1
8.405935120675615,18.237227477243742,1
9.957104196112818,11.173115259403144,0
6.40310914315479,12.455930957103611,0
10.694834811388246,15.091673309711402,1
6.092170186000788,11.313376671453813,0
5.877733278715801,12.689379978274907,0
16.695295761296187,15.70157619011698,1
8.504281938124588,12.412756729734536,0
15.143841769152843,14.119547411257214,1
13.057992971361454,15.144778200480756,1
11.296669420153458,16.743657778573013,1
10.302159955543065,16.900276783244546,1
2.514698219750679,10.522508293197133,0
16.00439351258516,10.872416696631186,0
10.499602101396652,13.666374577801438,0
6.19615991930167,17.046943781640156,0
10.682897480688338,11.781056351527717,0
9.9358045445352,16.22835928672481,1
8.908989302747512,15.130086599807232,0
10.347004291108826,13.643753286474908,0
7.052255921408589,14.962073441565112,0
11.114069355783705,15.580361504441914,1
12.271842576399226,17.62050270053276,1
20.0385255212671,15.644493712906728,1
10.943637635522444,11.91379336251687,0
3.9543831632811717,12.753501022786534,0
10.566041208084197,14.564680170239392,0
10.154635676166466,15.58795202898935,1
14.833498146469607,16.539559951981587,1
15.829372419785061,13.251674930460513,1
11.020667607805196,13.476402702899556,0
9.157072334017421,19.981988700407058,1
9.168760318729026,16.55608244029152,1
8.026106437580733,15.700388001698544,0
12.300545051719842,14.316151479663723,1
9.952019746758783,16.226121207300913,1
10.182959994721271,11.862261471100936,0
5.8001020889920705,15.353283725282123,0
11.2924877459244,17.326699355677533,1
11.623064480201158,12.626076485454906,0
5.082195526940385,16.354165232660257,0
11.835505817168185,12.82018853461031,0
8.748049765103657,8.600260246792015,0
9.388291069603786,14.80696439445529,0
10.489259806940526,13.17987836989819,0
11.57639017842783,10.936739389561364,0
9.8929029724051,12.260079472979339,0
13.01130835807086,16.227781332281666,1
9.486894700111277,17.273917315576394,1
11.316494763426576,13.682506974503871,0
7.310022359528092,18.913533091602464,1
8.62879582612382,12.152311184137455,0
9.010983837472102,18.55760345233863,1
7.728349083264373,13.616196966935291,0
10.86229264688736,12.503672017446444,0
13.671897681129597,21.328260748933936,1
11.48096676910061,13.887445260684556,0
10.914767652743414,8.095502157484766,0
3.9654296961309026,10.961673940548206,0
13.858751081551073,18.02212318737306,1
11.321646661337144,14.195883298395168,0
12.710912970976647,17.84085583278388,1
12.439822230295515,16.154595483051835,1
5.369166047914227,16.131323015015756,0
4.772612792480427,12.74409057884563,0
10.595615493546617,22.443899702305117,1
11.145750270922253,17.528903117031916,1
10.567757650118962,12.903350524047823,0
11.790338077054882,14.585316817826202,1
13.899722973050082,17.35138378786593,1
4.877882585726801,17.344971160672156,0
16.651967577994505,19.762701859739014,1
16.36073667864149,14.790040671284645,1
7.688435070023459,18.421656527185167,1
17.9496825728956,18.047391351016067,1
10.446164738333303,18.105386927643593,1
11.172451458537791,14.592522809638794,0
6.253629730366028,17.509241231207934,1
12.770764090349342,14.884577147564917,1
11.768703369420539,12.678508261068528,0
3.7632062990192185,18.587629654082818,1
11.365687157968567,13.468996223061676,0
12.273577779578021,17.40212140832616,1
9.212146148068387,17.316378167962696,1
8.762299664391822,16.559124798611336,1
10.458926608202557,13.520810316768857,0
7.8201210991119705,10.67072925742756,0
8.101289819724023,11.504290222913783,0
5.957854828851562,15.002020616360486,0
11.376667238455434,14.648074648620545,1
12.43330488404108,17.444201234803188,1
6.669888895385266,15.289896851894678,0
12.779576193224283,12.510115518875923,0
14.656931517523677,9.78503778526403,0
9.28445819065154,15.784483903103915,1
11.249853503719859,17.21052698864287,1
4.762731055824773,9.187957302093569,0
8.89469908253494,13.326668654592725,0
14.08421296751202,10.745981403010518,0
7.179883700907797,15.527960117787638,0
12.708371754479531,11.375885536091747,0
10.55679616658195,11.292834179203506,0
11.505168162763717,12.075653718545531,0
5.7374450191345465,18.488339086344226,1
17.41869728372061,18.585439119570886,1
11.157211419392551,16.065629157951477,1
6.698311935452595,6.015637955790822,0
8.115391120127954,14.12710301097586,0
13.680463936028104,14.485433400928187,1
7.321987750515397,15.715949911970268,0
9.030933067946107,15.514916077677645,0
4.996072362319668,14.028513608816505,0
11.260574352432378,11.080269389457458,0
14.557148694035593,16.532340343457687,1
10.07969259544405,15.369883464222772,1
7.9874730916692345,15.844996422355765,0
16.525996736011628,15.930589034728843,1
10.813446300386595,22.867655436001787,1
0.128200718597272,17.299748789316148,0
10.570519043861127,12.39129315361636,0
11.320001687622465,13.753700541465179,0
11.865527055963536,12.735137731821995,0
14.842887781279424,12.539005020880621,0
9.162877752606718,11.811157864613632,0
11.06327794902134,15.653410021280886,1
7.025413963893438,19.697219332558703,1
10.188969611413166,17.55988541952114,1
10.631654532695649,12.724946486445099,0
7.211071993019548,16.302629582085466,0
12.591893116979762,16.051959198457485,1
13.48920677404865,16.569351188720148,1
10.393658798473023,18.161512716491163,1
8.699351868720894,16.813348559432182,1
11.343889760074086,11.605138829646453,0
7.915978206194133,16.263997799465407,0
12.805705275165593,15.180236958423096,1
6.726936487023992,16.747161925680068,0
7.5871620327724525,12.585662459818657,0
6.766528031247281,13.453419884073003,0
9.196256818388184,14.25037356637427,0
9.346325383175122,15.647033675271384,1
0.29139109636203564,11.887911697168573,0
4.765391131170011,19.14851356909591,1
9.546714152175213,13.147459979494501,0
11.78189460653017,9.390807930002543,0
14.677226053961984,11.908173609066386,0
5.311008137088225,17.935015042166782,1
11.844901699356438,9.8242202757835,0
4.6988608895716775,13.327535036202494,0
13.310694412945491,21.215201874570514,1
13.097341483175079,14.415796408013044,1
6.018488258156492,15.321910725310286,0
8.704517256707975,16.895306204411845,1
13.856365246305947,17.283490402637458,1
6.771717388054407,15.286830431669696,0
11.678473288798122,8.711656501291248,0
11.862715804176153,15.528881342625056,1
12.108312277144863,16.592381104196853,1
11.899842766479257,15.7281117277368,1
15.303649373605154,11.528309807905186,0
10.135359832937564,16.791163094169935,1
10.706998156551586,13.137730477299533,0
9.596929934927912,16.229035661361415,1
7.4563477767226,11.912874519944015,0
9.464753881298662,15.942687630444942,1
7.439942279990568,24.991863348282564,1
8.446582811190295,14.262951062703884,0
11.995470975899657,15.063515221723033,1
9.545354691874198,17.973167387969223,1
11.097878754604352,11.37985433177549,0
15.084259715901823,10.734497954355081,0
7.560316043213113,23.39661070921597,1
5.78813239948305,15.415392400406134,0
11.29688565762867,17.501574374806605,1
10.567519720018032,15.191437913065649,1
14.136666850453624,8.047198554421966,0
9.89865174580761,18.13932947330018,1
12.475280780337636,13.447217250334692,0
7.392118029714954,13.963554972654027,0
15.19180829164909,8.656725367341297,0
7.979981506222064,18.354898618949708,1
15.320054043724447,13.004306481477485,1
11.478028938815667,16.95376351713033,1
4.28993325969718,18.187190160577682,1
9.518327719021151,13.549792772656282,0
10.348897385806076,17.629230729936445,1
11.396021765012742,14.98515127930326,1
10.601242119501407,14.085167270458603,0
8.799351751718124,16.655769199224682,1
11.92619977459938,14.638131074128344,1
10.956713864811363,14.921363904857294,1
7.935819696943946,16.066947761003345,0
4.704782053720037,15.71019652339607,0
8.511653427360368,14.950748307491533,0
9.650267481954218,11.111475351485549,0
9.915163313018228,17.0155591931724,1
9.729783521327406,20.118930639909415,1
8.022856168718622,14.715565642743677,0
12.546818737478246,11.548424908660422,0
9.078320036707721,18.83667934769167,1
14.740447108994529,11.58000217295724,0
14.192673134702385,18.493850694254125,1
14.298276378431414,17.67088086028433,1
10.81502691910544,12.964363461842526,0
7.606479825569851,17.09756815871019,1
5.521277966226506,10.420093248755938,0
13.526235168729375,12.074084126623035,0
11.268026292846896,16.683020461501616,1
9.046095021730409,16.176342534371443,1
9.374053352244886,18.33409057312507,1
10.050440344690925,15.947570405428339,1
9.413976155065674,15.970019956179684,1
7.958120943608934,16.93441161242988,1
8.014259632440886,10.95387628938377,0
12.255767437513565,12.436652309555647,0
10.676375650299128,19.589318790644864,1
8.43276501777824,10.713024981237378,0
8.381391774624134,14.13673714632723,0
11.387305053406521,9.737322641793417,0
9.85069976369112,11.062193838264488,0
8.974965579460097,19.734890041834404,1
7.637603823929606,17.117616509180188,1
10.665135335906779,10.674848609190295,0
6.1278924282898455,15.357311134015916,0
14.625519975658973,11.477421935839235,0
14.771502923984487,19.744753299180456,1
9.602062784887243,8.3554250706513,0
11.186210500141147,13.750163562269833,0
9.797958790914084,16.369662445432343,1
6.902440543128133,14.957999019625662,0
11.586336890846724,14.816264226719063,1
6.1830876148626395,11.850674990261293,0
9.338057467652787,11.205996828468052,0
5.42300976917211,9.645811503223596,0
9.111211197401571,17.216749211455532,1
6.9536657712240455,15.962741835122287,0
5.802412303945381,16.357903849510425,0
7.059012768973595,10.485904030164962,0
7.347661165612683,17.788625579666785,1
8.390406675276468,11.113344338514448,0
5.8337771545281,16.49856238466798,0
14.657226952124464,15.297009237014457,1
15.818230650479265,11.88874210234337,0
11.202483357301523,15.371266224354065,1
10.301686792047796,16.902900156026398,1
6.6809380603451824,22.317345404827275,1
5.979104883593729,10.955871432140931,0
12.121439185993477,13.049852966919973,0
8.107521339580662,12.074019940828977,0
15.024557884024958,18.64657708823378,1
9.85143077680636,20.32125857283286,1
9.391633387065689,13.972609914281756,0
13.781441759272305,13.704443031776448,1
14.390040750039732,9.546598624396024,0
11.4496386226366,14.897959071464458,1
7.609175963932183,12.866263661133061,0
7.7795024252905804,16.54763764066026,1
8.7650844721129,8.814927588821604,0
17.784923487696624,17.103624373279438,1
7.199189674744504,16.797485498014534,1
7.284487369027982,17.826399920486207,1
12.791725047138149,11.78710577228886,0
4.441224278261406,9.61293108370775,0
6.058580283687602,7.58122634830902,0
9.811629053844587,21.122420022727006,1
6.521662679825402,14.681114879065872,0
9.706898808631212,10.303337742606603,0
13.945961288258374,14.920626794965221,1
3.902334052576098,13.369714581357318,0
11.027205594560451,14.87221933585238,1
11.718892453217078,16.592343492549173,1
15.743484657688,12.1172565007004,0
6.391370595668553,15.075757641440992,0
7.180042028143312,11.186002823724657,0
11.08927149704368,13.149111019905028,0
10.927216700474032,12.717968105262388,0
9.37217947913413,11.67912394859268,0
8.221531910605206,18.218222759405514,1
15.744386981167281,11.233024882498949,0
9.73066273136356,18.350204937542674,1
9.734336453743937,16.207695600802985,1
11.364713068478489,16.222001104695682,1
12.12654859423623,13.960138932811645,0
11.363202515477385,12.882476883036713,0
7.562554911842968,9.826467685295459,0
3.334794303891595,16.103381740857444,0
17.23163239177177,14.470172850888586,1
10.916565501883637,13.591948090372085,0
12.543734569083057,14.97906691118865,1
9.111403895551334,17.51026571522044,1
11.05220433203988,17.89814394161668,1
11.412833163133332,10.493036737878828,0
12.019089021906275,17.919705841957608,1
8.90434436734756,15.56949541097969,0
12.392168953949255,14.622179605482701,1
8.944278691918642,15.100956480407325,0
16.52518993876076,17.605152866687682,1
10.1949986842852,18.897298345661433,1
14.208450716927711,9.312397831107095,0
9.379590415646481,14.83606575916972,0
10.669450707503861,17.76452717669938,1
6.9945320773273405,15.43813810439283,0
11.029789714052985,13.664636939594224,0
11.93541792251096,19.019814302090595,1
12.908620160207743,14.911784632859677,1
13.056478924183219,15.252006914999333,1
12.593403374386263,13.494571799549345,0
11.079005192898114,12.545216205953773,0
10.523388571910475,15.522104558825673,1
12.714949362578189,13.23424139350345,0
6.779400053022448,15.868791980572858,0
8.862850490531189,20.153687784677988,1
16.281873854982198,14.979248232413264,1
13.80754604019538,14.98286010069564,1
7.37553607291849,18.117513843067346,1
6.62570603621462,20.92155365285049,1
13.942330076422524,13.479243581992792,1
6.016337164315011,19.4751430557631,1
11.526309511423523,12.889460863841213,0
11.807433910919535,12.892240220461131,0
7.149247235717319,16.98700174795643,1
9.641568299652182,9.035942005105909,0
10.583819896819174,13.912211733492597,0
14.94778712921671,9.890529212636036,0
12.724933442684424,19.89948387651633,1
9.685623980207911,13.214972359991297,0
8.282006783327422,14.480385602032367,0
13.549029412333303,13.149883703890406,0
9.806559655974485,19.498835486795482,1
15.255393919550842,16.491947422043893,1
7.425797215641529,14.711287043370389,0
10.125492633486141,12.362713706684264,0
5.579228700297119,15.346050983927285,0
11.486252878268425,13.836018400144857,0
8.12294595429417,18.620262035204732,1
9.976000892052186,17.916879126642513,1
5.588306358711335,20.455864606649524,1
3.1367177121821985,18.034185847554802,0
10.51862624022155,12.577886916473537,0
13.802301403589272,20.532883474476066,1
10.733418614970555,15.209955359917014,1
9.209274528839657,19.78489385336379,1
13.446391443143376,13.393293264228687,0
4.9566954032233355,9.89108923968071,0
8.53223421512695,21.12115721080933,1
10.811262532690161,14.948660739535137,1
8.141843122240742,20.226180934025916,1
8.890132196602748,10.071759408305397,0
14.825455718790126,18.39840420455129,1
3.2564294075318045,18.21878433267769,0
8.090772791809002,14.555232360235205,0
11.436668864251336,14.84398930974575,1
8.197513592556009,18.8424557537672,1
7.6605635469444255,16.066255901283622,0
8.256573895165172,20.7478674184299,1
13.842281852556232,12.188021210711621,0
13.051586872392289,15.646421994814201,1
11.47574202131838,12.686652852138046,0
6.826247701994998,13.824206587741184,0
6.9469221910047265,15.477190345659187,0
5.683864180256631,13.713606659636143,0
10.067800496060297,14.973759805297963,0
11.68149680706922,10.630282853399844,0
10.71454780040444,19.75176856976706,1
9.25160570317473,14.354295642104425,0
5.95161924630241,15.749919662656609,0
6.425500356465799,13.502065554659062,0
9.981718672379484,15.675255153954598,1
8.170075969024243,20.320456136360164,1
12.280179478645845,9.336367991447975,0
10.903126249508539,13.331817531040803,0
10.92855401623303,20.20177095631727,1
9.047481014219871,12.769027169444884,0
12.68102943924926,13.021922025213641,0
9.725730721882089,14.199684693192,0
12.016485547986681,15.140950292972146,1
7.34131049328013,11.93029045453742,0
9.098816413727414,15.004416129868432,0
12.472391172879675,10.862598041300444,0
9.223459323990452,19.73571767753642,1
11.691454309067545,11.136293522903346,0
12.539700857789095,14.978245261351793,1
11.67245189248304,17.05954095756786,1
11.588096924123171,7.802576206311727,0
6.205761650926896,18.613849407547,1
11.965979570032658,12.927774950253953,0
11.606840386497488,18.21862772788598,1
6.507547351040175,15.903203616221138,0
10.236247408186214,11.079858236494697,0
9.239756878118198,12.28194790251622,0
